reference,generated
ටෙලි නාට්ය නිළියක මියුසික් වීඩියෝ හා වෙළෙඳ දැන්වීම් නිරූපිකාවක ලෙස ප්රකට අෂිකා මතසිංහ සති අන්ත,ටෙලි නාට්ය නිළියක මියුසික්‌ වීඩියෝ හා වෙළෙඳ දැන්වීම්‌ නිරුපිකාවක ලෙස ප්රකට අෂිකා මතසිංහ සති අන්ත
"අප කළ විමසීමකදී මෙම කමිටුවේ සාමාජික ආචාර්ය සුරේන් බටගොඩ මහතා පැවසුවේ, කමිටු සභාපති ජී.එස්.","ඇසු කුළි චු9](යව]සකාලී 06)6] ය16)]ව හ16)1/35] අ1£))(1(5 සු] 11)()01(1)16) 60151] පැවසුව, ය)£)(] සැ] ඵ.ඵුස."
වෙනස් වෙන්න පොඩි කාලයක් දෙන්න - මේ බ්ලොග් එකට දැන්,වෙනස්‌ වෙන්න පොඩි කාලයක්‌ දෙන්න - මේ බිලොග්‌ එකට දැන්‌
"""බුදුරජාණන් වහන්සේමයි ශේෂ්ඨ. ධර්මයමයි ශේෂ්ඨ. තේරුවන් සරනමයි",'බුදුරජාණන්‌ වහන්සේමයි ශේෂඨ. ධර්මයමයි ශේෂ්ඨ. තේරුවන්‌ සරනමයි
කලින් ත්රස්තවාදය වැළැක්වීමේ පනත යටතේ අත්අඩංගුවට ගෙන සිටි අසාත් සාලි දැන් නැවත ඉස්ලාම් අන්තවාදය,කලින්‌ ත්රස්තවාදය වැළැක්වීමේ රපනත යටතේ අත්‌අඩංගුවට ගෙන සිරි අසාත්‌ සාලි දැන්‌ නැවත ඉස්ලාම්‌ අන්තවාදය
"වෛරසවල පරිණාමය, ධාරක සෛලවල පරිණාමය සමඟ","වෛරසවල පරිණාමය, ධාරක සෛලවල පරිණාමය සමඟ"
"""යම් මිනිසෙකු තම පියාගේ දුව හෝ තම මවගේ දුව වන තමාගේ සහෝදරිය හෝ පාවාගෙන ඇගේ නිරුවත","""යම මිනිසෙකු තම පියාගේ දුව හෝ තම මවගේ දුව වන තමාගේ සහෝදටිය හො පාවාගෙන ඇගේ නිරුවත"
"සුපිරි ක්රීඩක මහේල ධර්මසේනට සර් කියද්දී, නව නායක මැතිව්ස්, පුහුණුකරු","සුපිරි ක්රිඩක මහේල ධර්මසේනට සර්‌ කියද්දී, නව නායක මැතිවිස්‌, පුහුණුකරු"
අය්යා සහ දිනක්ශී අක්කී.... මම ඔයාලගේ හැම වීඩියෝ එකක්ම වගේ බලනවා පුලුවන් හැම වෙලේම වගේ.,අය්යා සහ දිනක්ශී අක්කී... මම ඔයාලගේ හැම වීඩියෝ එකක්ම වගේ බලනවා පුලුවන්‌ හැම වෙලේම වගේ.
ඉරු එකෙන් කියන විදියට රනිල්ලුයි රාජපක්ෂලා පවුලයි විතරද මේ රට අදන්න පුළුවන්,ඉරු එකෙන්‌ කියන විදියට රනිල්ලයි රාජපන්ෂ්‍යීලා පවුලයි විනරදු ලි ඊට අදුන්න පුල්වන්‌
අනෙ යකෝ වවාගෙන කනේක හොදයි.ඒ කාලේ මමත් ස්වාමීන්වහන්සේගේ,අනෙ යකෝ වවාගෙන කනේක හොදයි.ඒ කාලේ මමත්‌ ස්වාමීන්වහන්සේගේ
සංශෝධනය කරන ලද නව ක්රීඩා නීති සහ රෙගුලාසි වලට අනුකූලව ලබන ජනවාරි මස ආරම්භ වීමට පෙර ශ්රී,සංශෝධනය කරන ලද නව ක්ට්ඩා නීති සහ රෙගුලාසි වලට අනුකූලට ලබන ජනවාටි මස ආරමභ වීමට පෙර ශ්රී
ඒත් වැදගත්ම දේ තමයි මේ හැම එකක්ම වළක්වා ගන්න පුළුවන් වෙන එක. හැම,ඒත්‌ වැදගත්ම දේ තමයි මේ හැම එකක්ම වළක්වා ගන්න පුළුවන්‌ වෙන එක. හැම
හිරු ට‍්වි ආයතනය ෆේස්බුක් මඩප්‍රචාරයකුත් මේගමන් කරනවා. මේ බලු පැටවුන් මරපු කාර් එකේ අයිතුකරුවාව,හිරු ටව ආයතනය ෆේඩ්බුකි මඩරුචාරයකූත්‌ මෙගමන්‌ කරනවා. මේ බල රැටවුනි මරරු කාර්‌ එක්‌ අයිතුඛරුවාව
"මැලිබන් සමාගම ආරම්භයේ පටන්ම අනුගමනය කළ ප්රධාන ප්රතිපත්තියක් වූයේ, අප","මැලිබන්‌ සමාගම ආරම්භයේ පටන්ම අනුගමනය කළ ප්රධාන ප්රතිපත්තියක්‌ වූයේ, අප"
පක්ෂයක් විදියට පක්ෂය නියෝජනය කරන අපේ නායකයාව,පක්ෂයක්‌ විදියට පක්ෂය නියෝජනය කරන අපේ නායකයාව
පෙරහැරක් පස්සෙන් මං කවදාවත් ගිහින් නෑනෙ??? ඇයි මේ කට්ටිය එයාලට,පෙරහැරක්‌ පස්සෙන්‌ මං කවදාවත්‌ ගිහින්‌ නෑනෙ?? ඇයි මේ කට්ටිය එයාලට
මූ නිදහස් උනේ නැත්නම් මේක ලංකාව නෙමේ.මුගේ පෙනුමෙන්ම පේනව හොර බිස්නස්,මූ නිදහස්‌ උනේ නැත්නම්‌ මේක ලංකාව නෙමේ.මුගේ පෙනුමෙන්ම පේනව හොර බිස්නස්‌
මේවා තමයි මේ කාලකණ්ණි දේශපාලුවන්ගේ ට්ක්ස් කියන්නේ නැතුව රැ 117/=,මේවා තමයි මේ කාලකණිණි දේශපාලුවන්ගේ ටක්ස්‌ කියන්නේ නැතුව රැ 117/~
"@ තීර්ථ යාත්රිකයා: බොහොම ස්තුතියි මල්ලි. ආ, මම ඔයාගෙ ඒ ලිපිය කියවලා තියෙනවා.","[] තීර්ථ යාත්රිකයා: බොහොම ස්තූතියි මල්ලි. ආ, මම ඔයාගෙ ඒ ලිපිය කියවලා තියෙනවා."
"මගුලට, මරණෙට යම් විවෘත කිරීම් වලටයි හැම තැනකදිම වෙස් නැට්ටුවන් පාවිච්චි කරනවා. මේ ගැන","මගුලට, මරණෙට යමි විවෘත කිරීම්‌ වලටයි හැම තැනකදිම වෙස්‌ නැටිටුවන්‌ පාටිච්චි කරනවා. මේ ගැන"
"අලුත් පත්තරයක් ලබන ජනවාරි 11දා, බ්රහස්පතින්දා නිකුත් වෙයි. ඒ ලේක්හවුස්","අලුත්‌ පත්තරයක්‌ ලබන ජනවාරි 11දා, බ්රහස්පතින්දා නිකූත්‌ වෙයි. එ ලේක්හවුස්‌"
මගේ මව් බිම.! - ''අප සම්භන්ද වී සිටින වට්සැප් සමූහයන් හරහා නොයෙකුත් දේ හුවමාරු වෙයි. ඒවායින්,"මගේ මවි බම.! - ""අරි සමිහන්ද ටී සිටන වටිසැරි සමූහයන්‌ හරහා නොයෙකුත්‌ දේ හුවමාරු වෙයි. ඒවායින්‌"
ක්රමක් ක්රමයෙන් වරායට එන නැව් ප්රමාණය ඉහල යන්න ගත්තු හින්දා නැව් අලූත්වැඩියා,ක්‌ඊ0ක්‌ කඊබියෙන්‌ වරායට එන නැවි ප්9ාණය ඉඞල යන්න ඉන්න ඩින්දා නැවි අලන්වැඩියා
