reference,generated
உன் மரத்தர்களக்கப்எப்படஎன்னப ரர்த்தனவட்டத,உன
மனதவ ண்வளமஷனன்மழநகழ்வ யம்ந ம்தடர்ந்தஒளபரப்பப்பகறம்,மனதவ ண்வளமஷனன்மழநகழ்வ யம்ந ம்தடர்ந்தஔபரப்பப்பகறம்
ஒவ்வரவீடமற்ற ம்கடசவர்களல் இந்தயதர ம்பப ன்னஎழதயரக்கம்,ஒவ்வரவீடமற்ற ம்கடசவர்களல் இந்தயதர ம்பப ன்னஎழதயரக்கம்
நன்ப கறன்இப்பத நகச்சவயடன்கடயவசகரக்கநீங்கள்மற்றஇரக்கறன்,நன்ப கறன்இப்பத நகச்சவயடன்கடயவசகரக்கநீங்கள்மற்றஇரக்கறன்
எந்தவரஅரசங்கவலயம்பறவதற்கஅவரக்கதடஇரப்பதகநீதமன்றம்ஒரகறப்பவளயட்டத,எந்தவரஅரசங்கவலயம்பறவதற்கஅவரக்கதடஇரப்பதகநீதமன்றம்ஒரகறப்பவளயட்டத
அவள் தரமணத்தற்கசம்மதம் தரவப்பள்என்பதமறந்தவ ட்டன்,அவள் தரமணத்தற்கசம்மதம் தரவப்பள்என்பதமறந்தவட்டன்
தன் மதல்கரப்பமஸ்டரதர்ந்தட த்த ஆன்கஸ்டர்உற்சகமனஅடயஎடக்கறத,மதல்கரப்பமஸ்டரதர்ந்தடத்த ஆன்கஸ்டர்உற்சகமனஅடயஎடக்கறத
உதரயரசய்வதற்க என்னடம்கள் நன்க ட்டக்கள்ளப்படகறதமட்டன்,உதரயரசய்வதற்க என்னடம்கள்
நீங்கள் நறயசய்யபகறீர்கள் உங்கள் வழ்க்கயல்தவற கள்,நீங்கள் நறயசய்யபகறீர்கள் உங்கள் வழ்க்கயல்தவற கள்
உங்களக்கதர யம் டக்சகள்இங்க அதனல்நடக்கறவலஉயர்ந்தத,உங்களக்கதர யம் டக்சகள்இங்க அதனல்நடக்கறவலஉயர்ந்தத
பஸ்ப ண்ணகடஇரக்க ம்பதம் நடவல்எழ ந்தவந்த வடவர்,பஸ்ப ண்ணகடஇரக்கம்பதம் நடவல்எழ ந்தவந்த வடவர்
இதத்தன்வீரர்களம்கடகரரகளம் கடப்பர் ஆன இதநல்லய ரக்கம்,தத்தன்வீரர்களம்கடகரரகளம் கடப்பர் ஆன இதநல்லய ரக்கம்
கூட ரூபி பாய் இருந்து அவளுடைய பங்கு உத்தரவிடுகிறார்,கூட
எனக்கத ரயம் நன்க றவகஇரக்கறன் நன்ஜ என அழ க்கறன்,எனக்கத ரயம் நன்க றவகஇரக்கறன் நன்ஜ என அழ க்கறன்
மட்டன் கபப்தன்எல்ல ரக்கம் படக்கம்எனய ரக்கத்தரயம்,மட்டன் கபப்தன்எல்ல ரக்கம் படக்கம்எனய ரக்கத்தரயம்
நம்படப்படப்பசய்யப்பட்டனர் ஆதரவற்ற கழந்தகள்ஒர மகப்ப,நம்படப்படப்பசய்யப்பட்டனர் ஆதரவற்ற கழந்தகள்ஒர மகப்ப
ஆனல்இப்பவம்நன் பன்ன ல்உட்கர்ந்த சவரசய்கறன்,ஆனல்இப்பவம்நன் பன்ன ல்உட்கர்ந்த சவரசய்கறன்
மற்றம்ந ன்என்னசய்வன்என்ற அவர் இல்லயன்றல்என்னடம்சல்லம்வர,மற்றம்ந ன்என்னசய்வன்என்ற அவர் இல்லயன்றல்என்னடம்சல்லம்வர
ஸ்ட்ரடடக்இண்டஸ்ட்ரீஸ் தங்களதஆலஊழயர்களன்உயரக்க,ஸ்ட்ரடடக்இண்டஸ்ட்ரீஸ் தங்களதஆலஊழயர்களன்உயரக்க
ஆமம் தமஷ்என்னன்ன அதத்த ன் பர்த்தட்டஇரக்கன்,ஆமம் தமஷ்என்னன்ன அதத்தன் பர்த்தட்டஇரக்கன்
வஷ்ணவன்தவலக்ஷ்ம கண்டஅமர்ந்தரந்த ர் ஒரச ம்மசனத்தல்கரப்பதமரயப்க ண்டஅலங்கர க்கப்பட்டமீத,வஷ்ணவன்தவலக்ஷ்ம கண்டஅமர்ந்தரந்த ர் ஒரச ம்மசனத்தல்கரப்பதமரயப்க ண்டஅலங்கர க்கப்பட்டமீத
